標準分類編碼,行情代號(水產品代號),品種,中文名稱,英文名稱,學名名稱,俗名名稱
4711247117005,FB2,統稱(其他),花椰菜,Cauliflower,Brassica oleracea  L. var.  botrytis,花菜， 菜花，花捲心菜
4711247117012,,統稱(其他),花椰菜,Cauliflower,Brassica oleracea  L. var.  botrytis,花菜， 菜花，花捲心菜
4711247117098,FB9,統稱(其他),花椰菜,Cauliflower,Brassica oleracea  L. var.  botrytis,花菜， 菜花，花捲心菜
4711247122009,FB1,統稱(其他),青花菜,Broccoli,Brassica oleracea  L. var.  italica,綠花菜， 青花椰菜， 花菜苔， 美國花菜， 青花苔
4711247122016,,統稱(其他),青花菜,Broccoli,Brassica oleracea  L. var.  italica,綠花菜， 青花椰菜， 花菜苔， 美國花菜， 青花苔
4711247122092,FB9,統稱(其他),青花菜,Broccoli,Brassica oleracea  L. var.  italica,綠花菜， 青花椰菜， 花菜苔， 美國花菜， 青花苔
4711247127004,,統稱(其他),不結球白菜類,NA,,
4711247127011,,統稱(其他),不結球白菜類,NA,,
4711247022101,,呂宋種,韭菜,Chinese chive,Allium tuberosum  Rottl. ex Sprengel,長生韭，起陽韭，草鐘乳，長生菜，懶人菜
4711247022118,,呂宋種,韭菜,Chinese chive,Allium tuberosum  Rottl. ex Sprengel,長生韭，起陽韭，草鐘乳，長生菜，懶人菜
4711247022194,,呂宋種,韭菜,Chinese chive,Allium tuberosum  Rottl. ex Sprengel,長生韭，起陽韭，草鐘乳，長生菜，懶人菜
4711247022200,SF2,呂宋種,韭黃,Blanched chinese chive,Allium tuberosum  Rottl. ex Sprengel,白韭菜
4711247022217,,呂宋種,韭黃,Blanched chinese chive,Allium tuberosum  Rottl. ex Sprengel,白韭菜
4711247022293,,呂宋種,韭黃,Blanched chinese chive,Allium tuberosum  Rottl. ex Sprengel,白韭菜
4711247022309,SF3,年花4號， 年花6號,韭菜花,Flower stalk， Chinese chive,Allium tuberosum  Rottl. ex Sprengel,
4711247022316,,年花4號， 年花6號,韭菜花,Flower stalk， Chinese chive,Allium tuberosum  Rottl. ex Sprengel,
4711247022392,,年花4號， 年花6號,韭菜花,Flower stalk， Chinese chive,Allium tuberosum  Rottl. ex Sprengel,
4711247025003,,統稱(其他),莧菜類,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247210218,,新城白花，銀光粗鱗種，白皮種，溪州種，台農1號，台農2號,圓筒絲瓜,Vegetable sponge， smooth loofah,Luffa aegyptiaca  Mill.,菜瓜，布瓜，天絲瓜，天絡
4711247210225,,新城白花，銀光粗鱗種，白皮種，溪州種，台農1號，台農2號,圓筒絲瓜,Vegetable sponge， smooth loofah,Luffa aegyptiaca  Mill.,菜瓜，布瓜，天絲瓜，天絡
4711247210249,,新城白花，銀光粗鱗種，白皮種，溪州種，台農1號，台農2號,圓筒絲瓜,Vegetable sponge， smooth loofah,Luffa aegyptiaca  Mill.,菜瓜，布瓜，天絲瓜，天絡
4711247210294,FF9,新城白花，銀光粗鱗種，白皮種，溪州種，台農1號，台農2號,圓筒絲瓜,Vegetable sponge， smooth loofah,Luffa aegyptiaca  Mill.,菜瓜，布瓜，天絲瓜，天絡
4711247216005,,統稱(其他),苦瓜類,Balsam pear， Bitter gourd,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216012,,統稱(其他),苦瓜類,Balsam pear， Bitter gourd,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216029,,統稱(其他),苦瓜類,Balsam pear， Bitter gourd,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216043,,統稱(其他),苦瓜類,Balsam pear， Bitter gourd,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216098,,統稱(其他),苦瓜類,Balsam pear， Bitter gourd,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216104,FG3,花蓮1號，農友山苦瓜,山苦瓜,kakorot,Momordica charantia  var.   abbreviata.  Ser.,野苦瓜，短果苦瓜，假苦瓜，小苦瓜
4711247127493,,,油菜苔,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,油菜心
4711247127509,,,烏塌菜,Broad beaked mustard,Brassica rapa  L. var.  narinosa,塔姑菜，如月菜，塌菜
4711247127516,,,烏塌菜,Broad beaked mustard,Brassica rapa  L. var.  narinosa,塔姑菜，如月菜，塌菜
4711247127592,,,烏塌菜,Broad beaked mustard,Brassica rapa  L. var.  narinosa,塔姑菜，如月菜，塌菜
4711247127608,,,菜苔,Choy sum， Mock pak choy,Brassica rapa  L. var.  parachinensis  (Bailey) Tsen et Lee,菜心
4711247127615,,,菜苔,Choy sum， Mock pak choy,Brassica rapa  L. var.  parachinensis  (Bailey) Tsen et Lee,菜心
4711247127691,,,菜苔,Choy sum， Mock pak choy,Brassica rapa  L. var.  parachinensis  (Bailey) Tsen et Lee,菜心
4711247127707,,,大油菜,Winter mustard,Brassica napus  L.,千寶菜
4711247127714,,,大油菜,Winter mustard,Brassica napus  L.,千寶菜
4711247127790,,,大油菜,Winter mustard,Brassica napus  L.,千寶菜
4711247097390,,,初級加工包心芥菜,Capitata mustard,Brassica juncea  Czernj. et Coss. var.  capitata  Hort.,芥菜仁，芥菜蕾，芥菜心
4711247097406,LJ4,竹葉種,小芥菜,Small leaf mustard,Brassica juncea  (L.) var.  foliosa  Bailey,
4711247097413,,竹葉種,小芥菜,Small leaf mustard,Brassica juncea  (L.) var.  foliosa  Bailey,
4711247097499,,竹葉種,小芥菜,Small leaf mustard,Brassica juncea  (L.) var.  foliosa  Bailey,
4711247097505,,,雪裡蕻,Tillered mustard,Brassica juncea  (L.) Czernj. et Coss. var.  multiceps  Tsen et Lee,雪裡紅
4711247097512,,,雪裡蕻,Tillered mustard,Brassica juncea  (L.) Czernj. et Coss. var.  multiceps  Tsen et Lee,雪裡紅
4711247097598,,,雪裡蕻,Tillered mustard,Brassica juncea  (L.) Czernj. et Coss. var.  multiceps  Tsen et Lee,雪裡紅
4711247097604,LJ3,,鮮食大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097611,,,鮮食大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097697,,,鮮食大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247040297,,,初級加工箭竹筍,Usawai bamboo shoots， Dwarf Bamboo，  Kunishi Cane,Pseudosasa usawai  (Hayata) Mak. et Nemoto,孤竹仔筍、劍筍、矢竹
4711247045001,LZ2,統稱(其他),藤三七,Madeira Vine，Mignonette vine， Lamb’s tail,Anredera cordifolia  (Tenore) van Steenis,洋落蔡，川七，雲南白藥，小年藥，金錢珠
4711247045018,,統稱(其他),藤三七,Madeira Vine，Mignonette vine， Lamb’s tail,Anredera cordifolia  (Tenore) van Steenis,洋落蔡，川七，雲南白藥，小年藥，金錢珠
4711247045094,,統稱(其他),藤三七,Madeira Vine，Mignonette vine， Lamb’s tail,Anredera cordifolia  (Tenore) van Steenis,洋落蔡，川七，雲南白藥，小年藥，金錢珠
4711247046008,LZ2,統稱(其他),落葵,Ceylon spinach， Malabar spinach,Basella alba  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046015,,統稱(其他),落葵,Ceylon spinach， Malabar spinach,Basella alba  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046091,,統稱(其他),落葵,Ceylon spinach， Malabar spinach,Basella alba  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046107,LE1,,小葉落葵,Ceylon spinach， Malabar spinach,Basella alba  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046114,,,小葉落葵,Ceylon spinach， Malabar spinach,Basella alba  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046190,,,小葉落葵,Ceylon spinach， Malabar spinach,Basella alba  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247373302,,,苜蓿芽,Alfalfa sprout,Medicago sativa  L.,
4711247373319,SX4,,苜蓿芽,Alfalfa sprout,Medicago sativa  L.,
4711247373326,,,苜蓿芽,Alfalfa sprout,Medicago sativa  L.,
4711247373333,,,苜蓿芽,Alfalfa sprout,Medicago sativa  L.,
4711247373395,,,苜蓿芽,Alfalfa sprout,Medicago sativa  L.,
4711247373401,SX0,,紅豆芽,Small red bean sprout,Phaseolus angularis  W. F. Weight,赤豆芽
4711247373418,,,紅豆芽,Small red bean sprout,Phaseolus angularis  W. F. Weight,赤豆芽
4711247373425,,,紅豆芽,Small red bean sprout,Phaseolus angularis  W. F. Weight,赤豆芽
4711247373432,,,紅豆芽,Small red bean sprout,Phaseolus angularis  W. F. Weight,赤豆芽
4711247373494,,,紅豆芽,Small red bean sprout,Phaseolus angularis  W. F. Weight,赤豆芽
4711247384315,,,蕨菜,Bracken， Brake,Pteridium aquilinum  (L.) Kuhn.,
4711247384391,,,蕨菜,Bracken， Brake,Pteridium aquilinum  (L.) Kuhn.,
4711247390002,,統稱(其他),食用藻類,NA,,
4711247390019,,統稱(其他),食用藻類,NA,,
4711247390095,,統稱(其他),食用藻類,NA,,
4711247390101,,,髮菜,Cow hair,Bangia atropurpure  (Roth) C. Agardh,發菜， 紅毛菜，
4711247390118,,,髮菜,Cow hair,Bangia atropurpure  (Roth) C. Agardh,發菜， 紅毛菜，
4711247390194,,,髮菜,Cow hair,Bangia atropurpure  (Roth) C. Agardh,發菜， 紅毛菜，
4711247390200,,,紫菜,Tzu Tsai， Sea weed,Porphyra tenera  Kjellman,
4711247390217,,,紫菜,Tzu Tsai， Sea weed,Porphyra tenera  Kjellman,
4711247025294,,白莧,白莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247031004,,統稱(其他),青葙,Cockscomb,Celosia argentea  L.,野莧菜 ，野雞冠，雞冠莧，草蒿 ，萋蒿，崑崙草，土雞冠
4711247031011,,統稱(其他),青葙,Cockscomb,Celosia argentea  L.,野莧菜 ，野雞冠，雞冠莧，草蒿 ，萋蒿，崑崙草，土雞冠
4711247031097,,統稱(其他),青葙,Cockscomb,Celosia argentea  L.,野莧菜 ，野雞冠，雞冠莧，草蒿 ，萋蒿，崑崙草，土雞冠
4711247032001,,統稱(其他),蒟蒻 (初級加工品),Elephant’s yam,Amorphophallus paeoniifolius  (Dennst.) Nicolson,磨芋，雷公槍，蒻頭，蛇芋，鬼芋
4711247032018,,統稱(其他),蒟蒻 (初級加工品),Elephant’s yam,Amorphophallus paeoniifolius  (Dennst.) Nicolson,磨芋，雷公槍，蒻頭，蛇芋，鬼芋
4711247032094,,統稱(其他),蒟蒻 (初級加工品),Elephant’s yam,Amorphophallus paeoniifolius  (Dennst.) Nicolson,磨芋，雷公槍，蒻頭，蛇芋，鬼芋
4711247033008,,統稱(其他),芋類,Taro， Dasheen,Colocasia esculenta  (L.) Schott.,芋頭，芋艿，芋仔，青芋
4711247033015,,統稱(其他),芋類,Taro， Dasheen,Colocasia esculenta  (L.) Schott.,芋頭，芋艿，芋仔，青芋
4711247033091,SJ9,統稱(其他),芋類,Taro， Dasheen,Colocasia esculenta  (L.) Schott.,芋頭，芋艿，芋仔，青芋
4711247087209,LF2,桃園1號，竹葉種,小葉蕹菜,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜，藤藤菜，相思葉
4711247087216,,桃園1號，竹葉種,小葉蕹菜,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜，藤藤菜，相思葉
4711247087292,,桃園1號，竹葉種,小葉蕹菜,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜，藤藤菜，相思葉
4711247091008,SO1,統稱(其他),甘藷類,Sweet potato,Ipomoea batatas  (L.) Lam.,地瓜，蕃薯，紅薯，白薯，甜薯
4711247091015,,統稱(其他),甘藷類,Sweet potato,Ipomoea batatas  (L.) Lam.,地瓜，蕃薯，紅薯，白薯，甜薯
4711247091091,,統稱(其他),甘藷類,Sweet potato,Ipomoea batatas  (L.) Lam.,地瓜，蕃薯，紅薯，白薯，甜薯
4711247091107,SO1,,甘藷,Sweet potato,Ipomoea batatas  (L.) Lam.,地瓜，蕃薯，紅薯，白薯，甜薯
4711247091114,,,甘藷,Sweet potato,Ipomoea batatas  (L.) Lam.,地瓜，蕃薯，紅薯，白薯，甜薯
4711247091190,,,甘藷,Sweet potato,Ipomoea batatas  (L.) Lam.,地瓜，蕃薯，紅薯，白薯，甜薯
4711247091206,LO1,,葉用甘藷,Sweet potato tips,Ipomoea batatas  (L.) Lam.,地瓜葉，番薯葉，甘薯葉
4711247033107,SJ4,,葉柄芋,Taro petiole,Colocasia esculenta  var.  Petiolata   Chang,芋梗
4711247033114,,,葉柄芋,Taro petiole,Colocasia esculenta  var.  Petiolata   Chang,芋梗
4711247033190,SJ9,,葉柄芋,Taro petiole,Colocasia esculenta  var.  Petiolata   Chang,芋梗
4711247033206,SJ2,高雄1號,母芋品種,Taro (dasheen type),Colocasia esculenta  var.  esculenta,芋頭，芋艿，芋仔，青芋
4711247033213,,高雄1號,母芋品種,Taro (dasheen type),Colocasia esculenta  var.  esculenta,芋頭，芋艿，芋仔，青芋
4711247033299,SJ9,高雄1號,母芋品種,Taro (dasheen type),Colocasia esculenta  var.  esculenta,芋頭，芋艿，芋仔，青芋
4711247033305,,高雄2號，赤芽芋，狗蹄芋,子芋品種,Taro (eddoe type),Colocasia esculenta  var.  antiquorum,野芋，芋頭，芋艿，芋仔，青芋
4711247033312,,高雄2號，赤芽芋，狗蹄芋,子芋品種,Taro (eddoe type),Colocasia esculenta  var.  antiquorum,野芋，芋頭，芋艿，芋仔，青芋
4711247033398,SJ9,高雄2號，赤芽芋，狗蹄芋,子芋品種,Taro (eddoe type),Colocasia esculenta  var.  antiquorum,野芋，芋頭，芋艿，芋仔，青芋
4711247039000,,統稱(其他),竹筍類,NA,,
4711247011204,SE1,桃園3號，蘭陽1號(青玉),日葱,Welsh onion， Green onion,Allium fistulosum  L.,四季葱，九條葱，大廣葱，粉葱，客葱
4711247011211,,桃園3號，蘭陽1號(青玉),日葱,Welsh onion， Green onion,Allium fistulosum  L.,四季葱，九條葱，大廣葱，粉葱，客葱
4711247011297,SE9,桃園3號，蘭陽1號(青玉),日葱,Welsh onion， Green onion,Allium fistulosum  L.,四季葱，九條葱，大廣葱，粉葱，客葱
4711247011303,SE2,蘭陽3號(福葱),北葱,Welsh onion， Green onion,Allium fistulosum  L.,麥葱，水葱
4711247011310,,蘭陽3號(福葱),北葱,Welsh onion， Green onion,Allium fistulosum  L.,麥葱，水葱
4711247011396,SE9,蘭陽3號(福葱),北葱,Welsh onion， Green onion,Allium fistulosum  L.,麥葱，水葱
4711247014007,,統稱(其他),寬葉韭,Chinese leek,Allium hookeri  Thwaites,苤菜，大葉韭，葱韭，山韭菜，大韭菜，根韭
4711247014014,,統稱(其他),寬葉韭,Chinese leek,Allium hookeri  Thwaites,苤菜，大葉韭，葱韭，山韭菜，大韭菜，根韭
4711247014090,,統稱(其他),寬葉韭,Chinese leek,Allium hookeri  Thwaites,苤菜，大葉韭，葱韭，山韭菜，大韭菜，根韭
4711247015004,,統稱(其他),細香葱,Chive,Allium schoenoprasum  L.,蝦夷葱，西洋胡葱
4711247256018,,統稱(其他),豌豆類,NA,,
4711247256025,,統稱(其他),豌豆類,NA,,
4711247256094,FL9,統稱(其他),豌豆類,NA,,
4711247256100,FL3,台中11號,莢豌豆,Edible podded pea,Pisum sativum   L. spp.  sativum  f. macro carpon,荷蘭豆
4711247256117,,台中11號,莢豌豆,Edible podded pea,Pisum sativum   L. spp.  sativum  f. macro carpon,荷蘭豆
4711247256124,,台中11號,莢豌豆,Edible podded pea,Pisum sativum   L. spp.  sativum  f. macro carpon,荷蘭豆
4711247256193,,台中11號,莢豌豆,Edible podded pea,Pisum sativum   L. spp.  sativum  f. macro carpon,荷蘭豆
4711247256209,FL6,台中13號,甜豌豆,Snap pea,Pisum sativum   L. spp.  sativum  f. macro carpon,
4711247256216,,台中13號,甜豌豆,Snap pea,Pisum sativum   L. spp.  sativum  f. macro carpon,
4711247256223,,台中13號,甜豌豆,Snap pea,Pisum sativum   L. spp.  sativum  f. macro carpon,
4711247004015,,美秀，華秀,分葱,Shallot,Allium cepa  L. Aggregatum group,紅葱頭，珠葱，大頭葱，油蔥
4711247004091,,美秀，華秀,分葱,Shallot,Allium cepa  L. Aggregatum group,紅葱頭，珠葱，大頭葱，油蔥
4711247004107,SE4,,葉用分葱,Shallot,Allium cepa  L. Aggregatum group,珠葱，大頭葱，油蔥
4711247004114,,,葉用分葱,Shallot,Allium cepa  L. Aggregatum group,珠葱，大頭葱，油蔥
4711247004190,,,葉用分葱,Shallot,Allium cepa  L. Aggregatum group,珠葱，大頭葱，油蔥
4711247004206,SE5,,紅葱頭,Shallot,Allium cepa  L. Aggregatum group,
4711247004213,,,紅葱頭,Shallot,Allium cepa  L. Aggregatum group,
4711247004299,,,紅葱頭,Shallot,Allium cepa  L. Aggregatum group,
4711247005005,SD1,統稱(其他),洋葱,Onion,Allium cepa  L.,玉葱， 葱頭
4711247005012,,統稱(其他),洋葱,Onion,Allium cepa  L.,玉葱， 葱頭
4711247074223,,,結球萵苣,Head lettuce,Lactuca sativa  var.  capitata  L.,球萵苣，包心萵苣，捲心萵苣菜，包心妹仔菜，包心媚仔菜
4711247074292,,,結球萵苣,Head lettuce,Lactuca sativa  var.  capitata  L.,球萵苣，包心萵苣，捲心萵苣菜，包心妹仔菜，包心媚仔菜
4711247074308,,,縐葉萵苣,loose leaf lettuce,Lactuca sativa  var.  crispa  L.,廣東萵苣，縮葉萵苣，皺萵仔菜
4711247074315,,,縐葉萵苣,loose leaf lettuce,Lactuca sativa  var.  crispa  L.,廣東萵苣，縮葉萵苣，皺萵仔菜
4711247074322,,,縐葉萵苣,loose leaf lettuce,Lactuca sativa  var.  crispa  L.,廣東萵苣，縮葉萵苣，皺萵仔菜
4711247074391,,,縐葉萵苣,loose leaf lettuce,Lactuca sativa  var.  crispa  L.,廣東萵苣，縮葉萵苣，皺萵仔菜
4711247074407,,,立生萵苣,Romaine lettuce,Lactuca sativa  var.  longifolia  L.,羅曼萵苣
4711247074414,,,立生萵苣,Romaine lettuce,Lactuca sativa  var.  longifolia  L.,羅曼萵苣
4711247074421,,,立生萵苣,Romaine lettuce,Lactuca sativa  var.  longifolia  L.,羅曼萵苣
4711247074490,,,立生萵苣,Romaine lettuce,Lactuca sativa  var.  longifolia  L.,羅曼萵苣
4711247198394,,木瓜型南瓜,中國南瓜,Musky pumpkin， Squash,Cucurbita moschata  Duch. ex Poir,金瓜
4711247198400,,,夏南瓜,Summer squash,Cucurbita pepo  L.,美國南瓜
4711247198417,,,夏南瓜,Summer squash,Cucurbita pepo  L.,美國南瓜
4711247198493,,,夏南瓜,Summer squash,Cucurbita pepo  L.,美國南瓜
4711247198509,,,冬南瓜,Winter squash,Cucurbita pepo  L.,
4711247198516,,,冬南瓜,Winter squash,Cucurbita pepo  L.,
4711247198592,,,冬南瓜,Winter squash,Cucurbita pepo  L.,
4711247204002,,統稱(其他),扁蒲類,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花，長瓜
4711247204019,,統稱(其他),扁蒲類,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花，長瓜
4711247204095,,統稱(其他),扁蒲類,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花，長瓜
4711247154093,FE9,地方種,冬瓜統稱(其他),Wax gourd,Benincasa hispida  (Thunb.) Cogn.,白瓜，東瓜，枕瓜
4711247157001,FE3,統稱(其他),節瓜,Jointed wax gourd,Benincasa hispida  var.  chieh-qua  How.,毛瓜
4711247157018,,統稱(其他),節瓜,Jointed wax gourd,Benincasa hispida  var.  chieh-qua  How.,毛瓜
4711247157094,,統稱(其他),節瓜,Jointed wax gourd,Benincasa hispida  var.  chieh-qua  How.,毛瓜
4711247159005,,統稱(其他),西瓜類,Watermelon,Citrullus lanatus  (Thunb.) Natsum & Nakai,寒瓜，時瓜，伏瓜，夏瓜，寒瓜，水瓜，青登瓜
4711247159012,,統稱(其他),西瓜類,Watermelon,Citrullus lanatus  (Thunb.) Natsum & Nakai,寒瓜，時瓜，伏瓜，夏瓜，寒瓜，水瓜，青登瓜
4711247159098,T9,統稱(其他),西瓜類,Watermelon,Citrullus lanatus  (Thunb.) Natsum & Nakai,寒瓜，時瓜，伏瓜，夏瓜，寒瓜，水瓜，青登瓜
4711247159104,T2,,無子西瓜,Seedless watermelon,Citrullus lanatus  (Thunb.) Natsum & Nakai,
4711247159111,,,無子西瓜,Seedless watermelon,Citrullus lanatus  (Thunb.) Natsum & Nakai,
4711247159197,T9,,無子西瓜,Seedless watermelon,Citrullus lanatus  (Thunb.) Natsum & Nakai,
4711247074506,,,嫩莖萵苣,Asparagus lettuce， Celtuce,Lactuca sativa  var.  asparagina  Bailey L.,萵苣筍，莖用萵苣，萵仔菜心，鵝仔菜心，萵苣莖
4711247074513,,,嫩莖萵苣,Asparagus lettuce， Celtuce,Lactuca sativa  var.  asparagina  Bailey L.,萵苣筍，莖用萵苣，萵仔菜心，鵝仔菜心，萵苣莖
4711247074520,,,嫩莖萵苣,Asparagus lettuce， Celtuce,Lactuca sativa  var.  asparagina  Bailey L.,萵苣筍，莖用萵苣，萵仔菜心，鵝仔菜心，萵苣莖
4711247074599,,,嫩莖萵苣,Asparagus lettuce， Celtuce,Lactuca sativa  var.  asparagina  Bailey L.,萵苣筍，莖用萵苣，萵仔菜心，鵝仔菜心，萵苣莖
4711247074605,,,劍葉萵苣,Indian salad,Lactuca sativa  var.  idivisa  Makino,劍妹仔菜，客家萵仔菜 ，箭鵝仔菜，印度鵝仔草
4711247074612,,,劍葉萵苣,Indian salad,Lactuca sativa  var.  idivisa  Makino,劍妹仔菜，客家萵仔菜 ，箭鵝仔菜，印度鵝仔草
4711247074629,,,劍葉萵苣,Indian salad,Lactuca sativa  var.  idivisa  Makino,劍妹仔菜，客家萵仔菜 ，箭鵝仔菜，印度鵝仔草
4711247074698,,,劍葉萵苣,Indian salad,Lactuca sativa  var.  idivisa  Makino,劍妹仔菜，客家萵仔菜 ，箭鵝仔菜，印度鵝仔草
4711247085007,,統稱(其他),欵冬,Butterbur， Fuki,Petasites japonicus   (Siebold et Zucc.) F. Schmidt,蕗
4711247085014,,統稱(其他),欵冬,Butterbur， Fuki,Petasites japonicus   (Siebold et Zucc.) F. Schmidt,蕗
4711247097017,,統稱(其他),芥菜類,NA,,
4711247097093,,統稱(其他),芥菜類,NA,,
4711247097109,,五峰種,莖瘤芥,Strumous mustard， Tsatsai， Swollen- stemmed mustard,Brassica juncea  (L.) var.  tumida  Tsen et Lee,榨菜，四川芥菜
4711247097116,,五峰種,莖瘤芥,Strumous mustard， Tsatsai， Swollen- stemmed mustard,Brassica juncea  (L.) var.  tumida  Tsen et Lee,榨菜，四川芥菜
4711247097192,,五峰種,莖瘤芥,Strumous mustard， Tsatsai， Swollen- stemmed mustard,Brassica juncea  (L.) var.  tumida  Tsen et Lee,榨菜，四川芥菜
4711247097208,,包心芥菜桃園1號,鮮食包心芥菜,Capitata mustard,Brassica juncea  Czernj. et Coss. var.  capitata  Hort.,芥菜仁，芥菜蕾，芥菜心
4711247097215,,包心芥菜桃園1號,鮮食包心芥菜,Capitata mustard,Brassica juncea  Czernj. et Coss. var.  capitata  Hort.,芥菜仁，芥菜蕾，芥菜心
4711247097291,,包心芥菜桃園1號,鮮食包心芥菜,Capitata mustard,Brassica juncea  Czernj. et Coss. var.  capitata  Hort.,芥菜仁，芥菜蕾，芥菜心
4711247097307,,,初級加工包心芥菜,Capitata mustard,Brassica juncea  Czernj. et Coss. var.  capitata  Hort.,芥菜仁，芥菜蕾，芥菜心
4711247097314,,,初級加工包心芥菜,Capitata mustard,Brassica juncea  Czernj. et Coss. var.  capitata  Hort.,芥菜仁，芥菜蕾，芥菜心
4711247288194,,,檳榔筍,Areca nut， Betel nut palm， Catechu， Pinarg,Areca cathechn  L.,半天筍
4711247288200,SZ6,,檳榔花,Areca nut,Areca cathechn  L.,半天花
4711247288217,,,檳榔花,Areca nut,Areca cathechn  L.,半天花
4711247288293,,,檳榔花,Areca nut,Areca cathechn  L.,半天花
4711247289009,,青藤，紅藤,黃藤心統稱(其他),NA,Daemonorops margaritae,省藤，赤藤，紅藤
4711247289016,,青藤，紅藤,黃藤心統稱(其他),NA,Daemonorops margaritae,省藤，赤藤，紅藤
4711247289092,,青藤，紅藤,黃藤心統稱(其他),NA,Daemonorops margaritae,省藤，赤藤，紅藤
4711247290005,,統稱(其他),食用大黃,Rhubarb， Pie Plant,Rheum rhabarbarum  L.,大黃
4711247290012,,統稱(其他),食用大黃,Rhubarb， Pie Plant,Rheum rhabarbarum  L.,大黃
4711247290098,,統稱(其他),食用大黃,Rhubarb， Pie Plant,Rheum rhabarbarum  L.,大黃
4711247060202,LL1,日本苘蒿,裂葉茼蒿,Garland chrysanthemum,Chrysanthemum coronarium  L.,春菊， 打某菜， 萵子，苳蒿菜，花冠菊，艾菜，蓬蒿，菊蒿菜，菊花菜
4711247060219,,日本苘蒿,裂葉茼蒿,Garland chrysanthemum,Chrysanthemum coronarium  L.,春菊， 打某菜， 萵子，苳蒿菜，花冠菊，艾菜，蓬蒿，菊蒿菜，菊花菜
4711247060226,LL8,日本苘蒿,裂葉茼蒿,Garland chrysanthemum,Chrysanthemum coronarium  L.,春菊， 打某菜， 萵子，苳蒿菜，花冠菊，艾菜，蓬蒿，菊蒿菜，菊花菜
4711247060295,,日本苘蒿,裂葉茼蒿,Garland chrysanthemum,Chrysanthemum coronarium  L.,春菊， 打某菜， 萵子，苳蒿菜，花冠菊，艾菜，蓬蒿，菊蒿菜，菊花菜
4711247063005,,統稱(其他),苦苣,Endive,Cichorium endivia  L.,菊苣，苦菜，縮菜萵苣，皺葉苦苣，美國萵苣，福苣，天香菜
4711247063012,,統稱(其他),苦苣,Endive,Cichorium endivia  L.,菊苣，苦菜，縮菜萵苣，皺葉苦苣，美國萵苣，福苣，天香菜
4711247063098,,統稱(其他),苦苣,Endive,Cichorium endivia  L.,菊苣，苦菜，縮菜萵苣，皺葉苦苣，美國萵苣，福苣，天香菜
4711247066006,,統稱(其他),野苦苣,Chicory ， Witloof,Cichorium intybus  L.,吉康菜
4711247066013,,統稱(其他),野苦苣,Chicory ， Witloof,Cichorium intybus  L.,吉康菜
4711247066099,,統稱(其他),野苦苣,Chicory ， Witloof,Cichorium intybus  L.,吉康菜
